Strain	Polynomial	Condition	Data
YKR029C	linear	PulseGln	Excluded
YKR031C	linear	PulseGln	Excluded
YKR034W	linear	PulseGln	Excluded
YKR036C	linear	PulseGln	Excluded
YKR040C	linear	PulseGln	Excluded
YKR041W	linear	PulseGln	Excluded
YKR042W	linear	PulseGln	Excluded
YKR044W	linear	PulseGln	Excluded
YKR045C	linear	PulseGln	Excluded
YKR046C	linear	PulseGln	Excluded
YKR047W	linear	PulseGln	Excluded
YKR049C	linear	PulseGln	Excluded
YKR051W	linear	PulseGln	Excluded
YKR061W	linear	PulseGln	Excluded
YKR067W	linear	PulseGln	Excluded
YKR070W	linear	PulseGln	Excluded
YKR072C	linear	PulseGln	Excluded
YKR074W	linear	PulseGln	Excluded
YKR087C	linear	PulseGln	Excluded
YKR088C	linear	PulseGln	Excluded
YKR096W	linear	PulseGln	Excluded
YKR097W	linear	PulseGln	Excluded
YKR098C	linear	PulseGln	Excluded
YKR100C	linear	PulseGln	Excluded
YKR101W	linear	PulseGln	Excluded
YKR102W	linear	PulseGln	Excluded
YKR105C	linear	PulseGln	Excluded
YKR106W	linear	PulseGln	Excluded
YLL001W	linear	PulseGln	Excluded
YLL002W	linear	PulseGln	Excluded
YLL006W	linear	PulseGln	Excluded
YLL007C	linear	PulseGln	Excluded
YLL010C	linear	PulseGln	Excluded
YLL013C	linear	PulseGln	Excluded
YLL014W	linear	PulseGln	Excluded
YLL015W	linear	PulseGln	Excluded
YLL019C	linear	PulseGln	Excluded
YLL020C	linear	PulseGln	Excluded
YLL026W	linear	PulseGln	Excluded
YLL029W	linear	PulseGln	Excluded
YLL032C	linear	PulseGln	Excluded
YLL038C	linear	PulseGln	Excluded
YLL040C	linear	PulseGln	Excluded
YLL041C	linear	PulseGln	Excluded
YLL042C	linear	PulseGln	Excluded
YLL043W	linear	PulseGln	Excluded
YLL045C	linear	PulseGln	Excluded
YLL046C	linear	PulseGln	Excluded
YLL052C	linear	PulseGln	Excluded
YLL053C	linear	PulseGln	Excluded
YLL054C	linear	PulseGln	Excluded
YLL057C	linear	PulseGln	Excluded
YLL060C	linear	PulseGln	Excluded
YLL061W	linear	PulseGln	Excluded
YLR001C	linear	PulseGln	Excluded
YLR003C	linear	PulseGln	Excluded
YLR011W	linear	PulseGln	Excluded
YLR015W	linear	PulseGln	Excluded
YLR020C	linear	PulseGln	Excluded
YLR021W	linear	PulseGln	Excluded
YLR023C	linear	PulseGln	Excluded
YLR031W	linear	PulseGln	Excluded
YLR032W	linear	PulseGln	Excluded
YLR035C	linear	PulseGln	Excluded
YLR037C	linear	PulseGln	Excluded
YLR042C	linear	PulseGln	Excluded
YLR043C	linear	PulseGln	Excluded
YLR046C	linear	PulseGln	Excluded
YLR048W	linear	PulseGln	Excluded
YLR055C	linear	PulseGln	Excluded
YLR059C	linear	PulseGln	Excluded
YLR061W	linear	PulseGln	Excluded
YLR063W	linear	PulseGln	Excluded
YLR080W	linear	PulseGln	Excluded
YLR081W	linear	PulseGln	Excluded
YLR083C	linear	PulseGln	Excluded
YLR084C	linear	PulseGln	Excluded
YLR085C	linear	PulseGln	Excluded
YLR089C	linear	PulseGln	Excluded
YLR090W	linear	PulseGln	Excluded
YLR093C	linear	PulseGln	Excluded
YLR095C	linear	PulseGln	Excluded
YLR097C	linear	PulseGln	Excluded
YLR098C	linear	PulseGln	Excluded
YLR104W	linear	PulseGln	Excluded
YLR111W	linear	PulseGln	Excluded
YLR120C	linear	PulseGln	Excluded
YLR122C	linear	PulseGln	Excluded
YLR123C	linear	PulseGln	Excluded
YLR124W	linear	PulseGln	Excluded
YLR133W	linear	PulseGln	Excluded
YLR136C	linear	PulseGln	Excluded
YLR142W	linear	PulseGln	Excluded
YLR143W	linear	PulseGln	Excluded
YLR146C	linear	PulseGln	Excluded
YLR149C	linear	PulseGln	Excluded
YLR150W	linear	PulseGln	Excluded
YLR151C	linear	PulseGln	Excluded
YLR154C	linear	PulseGln	Excluded
YLR171W	linear	PulseGln	Excluded
YLR181C	linear	PulseGln	Excluded
YLR183C	linear	PulseGln	Excluded
YLR187W	linear	PulseGln	Excluded
YLR189C	linear	PulseGln	Excluded
YLR207W	linear	PulseGln	Excluded
YLR216C	linear	PulseGln	Excluded
YLR218C	linear	PulseGln	Excluded
YLR232W	linear	PulseGln	Excluded
YLR233C	linear	PulseGln	Excluded
YLR234W	linear	PulseGln	Excluded
YLR235C	linear	PulseGln	Excluded
YLR236C	linear	PulseGln	Excluded
YLR238W	linear	PulseGln	Excluded
YLR242C	linear	PulseGln	Excluded
YLR246W	linear	PulseGln	Excluded
YLR247C	linear	PulseGln	Excluded
YLR248W	linear	PulseGln	Excluded
YLR254C	linear	PulseGln	Excluded
YLR255C	linear	PulseGln	Excluded
YLR257W	linear	PulseGln	Excluded
YLR261C	linear	PulseGln	Excluded
YLR262C	linear	PulseGln	Excluded
YLR262C.A	linear	PulseGln	Excluded
YLR264W	linear	PulseGln	Excluded
YLR278C	linear	PulseGln	Excluded
YLR279W	linear	PulseGln	Excluded
YLR280C	linear	PulseGln	Excluded
YLR282C	linear	PulseGln	Excluded
YLR284C	linear	PulseGln	Excluded
YLR286C	linear	PulseGln	Excluded
YLR287C.A	linear	PulseGln	Excluded
YLR299W	linear	PulseGln	Excluded
YLR309C	linear	PulseGln	Excluded
YLR313C	linear	PulseGln	Excluded
YLR324W	linear	PulseGln	Excluded
YLR328W	linear	PulseGln	Excluded
YLR330W	linear	PulseGln	Excluded
YLR334C	linear	PulseGln	Excluded
YLR342W	linear	PulseGln	Excluded
YLR343W	linear	PulseGln	Excluded
YLR344W	linear	PulseGln	Excluded
YLR345W	linear	PulseGln	Excluded
YLR346C	linear	PulseGln	Excluded
YLR348C	linear	PulseGln	Excluded
YLR349W	linear	PulseGln	Excluded
YLR353W	linear	PulseGln	Excluded
YLR367W	linear	PulseGln	Excluded
YLR368W	linear	PulseGln	Excluded
YLR371W	linear	PulseGln	Excluded
YLR375W	linear	PulseGln	Excluded
YLR380W	linear	PulseGln	Excluded
YLR381W	linear	PulseGln	Excluded
YLR384C	linear	PulseGln	Excluded
YLR388W	linear	PulseGln	Excluded
YLR389C	linear	PulseGln	Excluded
YLR390W	linear	PulseGln	Excluded
YLR390W.A	linear	PulseGln	Excluded
YLR392C	linear	PulseGln	Excluded
YLR394W	linear	PulseGln	Excluded
YLR401C	linear	PulseGln	Excluded
YLR408C	linear	PulseGln	Excluded
YLR414C	linear	PulseGln	Excluded
YLR425W	linear	PulseGln	Excluded
YLR428C	linear	PulseGln	Excluded
YLR431C	linear	PulseGln	Excluded
YLR432W	linear	PulseGln	Excluded
YLR434C	linear	PulseGln	Excluded
YLR441C	linear	PulseGln	Excluded
YLR443W	linear	PulseGln	Excluded
YLR446W	linear	PulseGln	Excluded
YLR448W	linear	PulseGln	Excluded
YLR449W	linear	PulseGln	Excluded
YLR451W	linear	PulseGln	Excluded
YLR452C	linear	PulseGln	Excluded
YLR454W	linear	PulseGln	Excluded
YLR455W	linear	PulseGln	Excluded
YLR456W	linear	PulseGln	Excluded
YLR461W	linear	PulseGln	Excluded
YML007W	linear	PulseGln	Excluded
YML008C	linear	PulseGln	Excluded
YML017W	linear	PulseGln	Excluded
YML019W	linear	PulseGln	Excluded
YML020W	linear	PulseGln	Excluded
YML027W	linear	PulseGln	Excluded
YML032C	linear	PulseGln	Excluded
YML033W	linear	PulseGln	Excluded
YML035C	linear	PulseGln	Excluded
YML035C.A	linear	PulseGln	Excluded
YML041C	linear	PulseGln	Excluded
YML042W	linear	PulseGln	Excluded
YML057W	linear	PulseGln	Excluded
YML062C	linear	PulseGln	Excluded
YML067C	linear	PulseGln	Excluded
YML072C	linear	PulseGln	Excluded
YML075C	linear	PulseGln	Excluded
YML076C	linear	PulseGln	Excluded
YML100W.A	linear	PulseGln	Excluded
YML101C	linear	PulseGln	Excluded
YML111W	linear	PulseGln	Excluded
YML113W	linear	PulseGln	Excluded
YML117W.A	linear	PulseGln	Excluded
YML118W	linear	PulseGln	Excluded
YML122C	linear	PulseGln	Excluded
YML123C	linear	PulseGln	Excluded
YML131W	linear	PulseGln	Excluded
YMR002W	linear	PulseGln	Excluded
YMR004W	linear	PulseGln	Excluded
YMR010W	linear	PulseGln	Excluded
YMR015C	linear	PulseGln	Excluded
YMR016C	linear	PulseGln	Excluded
YMR017W	linear	PulseGln	Excluded
YMR019W	linear	PulseGln	Excluded
YMR029C	linear	PulseGln	Excluded
YMR036C	linear	PulseGln	Excluded
YMR037C	linear	PulseGln	Excluded
YMR039C	linear	PulseGln	Excluded
YMR052C.A	linear	PulseGln	Excluded
YMR052W	linear	PulseGln	Excluded
YMR054W	linear	PulseGln	Excluded
YMR055C	linear	PulseGln	Excluded
YMR057C	linear	PulseGln	Excluded
YMR063W	linear	PulseGln	Excluded
YMR068W	linear	PulseGln	Excluded
YMR070W	linear	PulseGln	Excluded
YMR087W	linear	PulseGln	Excluded
YMR092C	linear	PulseGln	Excluded
YMR096W	linear	PulseGln	Excluded
YMR099C	linear	PulseGln	Excluded
YMR101C	linear	PulseGln	Excluded
YMR102C	linear	PulseGln	Excluded
YMR106C	linear	PulseGln	Excluded
YMR107W	linear	PulseGln	Excluded
YMR110C	linear	PulseGln	Excluded
YMR111C	linear	PulseGln	Excluded
YMR116C	linear	PulseGln	Excluded
YMR119W	linear	PulseGln	Excluded
YMR119W.A	linear	PulseGln	Excluded
YMR123W	linear	PulseGln	Excluded
YMR124W	linear	PulseGln	Excluded
YMR126C	linear	PulseGln	Excluded
YMR132C	linear	PulseGln	Excluded
YMR133W	linear	PulseGln	Excluded
YMR137C	linear	PulseGln	Excluded
YMR140W	linear	PulseGln	Excluded
YMR143W	linear	PulseGln	Excluded
YMR147W	linear	PulseGln	Excluded
YMR152W	linear	PulseGln	Excluded
YMR155W	linear	PulseGln	Excluded
YMR156C	linear	PulseGln	Excluded
YMR157C	linear	PulseGln	Excluded
YMR158C.B	linear	PulseGln	Excluded
YMR163C	linear	PulseGln	Excluded
YMR165C	linear	PulseGln	Excluded
YMR169C	linear	PulseGln	Excluded
YMR172W	linear	PulseGln	Excluded
YMR173W	linear	PulseGln	Excluded
YMR175W	linear	PulseGln	Excluded
YMR176W	linear	PulseGln	Excluded
YMR177W	linear	PulseGln	Excluded
YMR179W	linear	PulseGln	Excluded
YMR180C	linear	PulseGln	Excluded
YMR181C	linear	PulseGln	Excluded
YMR182C	linear	PulseGln	Excluded
YMR189W	linear	PulseGln	Excluded
YMR190C	linear	PulseGln	Excluded
YMR191W	linear	PulseGln	Excluded
YMR192W	linear	PulseGln	Excluded
YMR195W	linear	PulseGln	Excluded
YMR198W	linear	PulseGln	Excluded
YMR201C	linear	PulseGln	Excluded
YMR206W	linear	PulseGln	Excluded
YMR207C	linear	PulseGln	Excluded
YMR214W	linear	PulseGln	Excluded
YMR216C	linear	PulseGln	Excluded
YMR219W	linear	PulseGln	Excluded
YMR222C	linear	PulseGln	Excluded
YMR224C	linear	PulseGln	Excluded
YMR225C	linear	PulseGln	Excluded
YMR226C	linear	PulseGln	Excluded
YMR232W	linear	PulseGln	Excluded
YMR237W	linear	PulseGln	Excluded
YMR244C.A	linear	PulseGln	Excluded
YMR244W	linear	PulseGln	Excluded
YMR245W	linear	PulseGln	Excluded
YMR247C	linear	PulseGln	Excluded
YMR250W	linear	PulseGln	Excluded
YMR251W.A	linear	PulseGln	Excluded
YMR253C	linear	PulseGln	Excluded
YMR258C	linear	PulseGln	Excluded
YMR263W	linear	PulseGln	Excluded
YMR264W	linear	PulseGln	Excluded
YMR269W	linear	PulseGln	Excluded
YMR271C	linear	PulseGln	Excluded
YMR274C	linear	PulseGln	Excluded
YMR276W	linear	PulseGln	Excluded
YMR289W	linear	PulseGln	Excluded
YMR292W	linear	PulseGln	Excluded
YMR295C	linear	PulseGln	Excluded
YMR310C	linear	PulseGln	Excluded
YMR311C	linear	PulseGln	Excluded
YMR312W	linear	PulseGln	Excluded
YMR313C	linear	PulseGln	Excluded
YMR316C.B	linear	PulseGln	Excluded
YMR317W	linear	PulseGln	Excluded
YMR318C	linear	PulseGln	Excluded
YMR319C	linear	PulseGln	Excluded
YMR320W	linear	PulseGln	Excluded
YMR322C	linear	PulseGln	Excluded
YMR326C	linear	PulseGln	Excluded
YNL008C	linear	PulseGln	Excluded
YNL010W	linear	PulseGln	Excluded
YNL013C	linear	PulseGln	Excluded
YNL021W	linear	PulseGln	Excluded
YNL022C	linear	PulseGln	Excluded
YNL023C	linear	PulseGln	Excluded
YNL028W	linear	PulseGln	Excluded
YNL029C	linear	PulseGln	Excluded
YNL030W	linear	PulseGln	Excluded
YNL032W	linear	PulseGln	Excluded
YNL034W	linear	PulseGln	Excluded
YNL035C	linear	PulseGln	Excluded
YNL041C	linear	PulseGln	Excluded
YNL043C	linear	PulseGln	Excluded
YNL044W	linear	PulseGln	Excluded
YNL047C	linear	PulseGln	Excluded
YNL050C	linear	PulseGln	Excluded
YNL051W	linear	PulseGln	Excluded
YNL054W	linear	PulseGln	Excluded
YNL056W	linear	PulseGln	Excluded
YNL057W	linear	PulseGln	Excluded
YNL065W	linear	PulseGln	Excluded
YNL066W	linear	PulseGln	Excluded
YNL069C	linear	PulseGln	Excluded
YNL070W	linear	PulseGln	Excluded
YNL071W	linear	PulseGln	Excluded
YNL074C	linear	PulseGln	Excluded
YNL076W	linear	PulseGln	Excluded
YNL078W	linear	PulseGln	Excluded
YNL079C	linear	PulseGln	Excluded
YNL081C	linear	PulseGln	Excluded
YNL085W	linear	PulseGln	Excluded
YNL086W	linear	PulseGln	Excluded
YNL087W	linear	PulseGln	Excluded
YNL090W	linear	PulseGln	Excluded
YNL091W	linear	PulseGln	Excluded
YNL092W	linear	PulseGln	Excluded
YNL093W	linear	PulseGln	Excluded
YNL100W	linear	PulseGln	Excluded
YNL109W	linear	PulseGln	Excluded
YNL111C	linear	PulseGln	Excluded
YNL115C	linear	PulseGln	Excluded
YNL116W	linear	PulseGln	Excluded
YNL119W	linear	PulseGln	Excluded
YNL120C	linear	PulseGln	Excluded
YNL121C	linear	PulseGln	Excluded
YNL122C	linear	PulseGln	Excluded
YNL123W	linear	PulseGln	Excluded
YNL128W	linear	PulseGln	Excluded
YNL129W	linear	PulseGln	Excluded
YNL134C	linear	PulseGln	Excluded
YNL135C	linear	PulseGln	Excluded
YNL136W	linear	PulseGln	Excluded
YNL141W	linear	PulseGln	Excluded
YNL144C	linear	PulseGln	Excluded
YNL147W	linear	PulseGln	Excluded
YNL154C	linear	PulseGln	Excluded
YNL155W	linear	PulseGln	Excluded
YNL156C	linear	PulseGln	Excluded
YNL159C	linear	PulseGln	Excluded
YNL164C	linear	PulseGln	Excluded
YNL167C	linear	PulseGln	Excluded
YNL169C	linear	PulseGln	Excluded
YNL170W	linear	PulseGln	Excluded
YNL171C	linear	PulseGln	Excluded
YNL173C	linear	PulseGln	Excluded
YNL179C	linear	PulseGln	Excluded
YNL180C	linear	PulseGln	Excluded
YNL183C	linear	PulseGln	Excluded
YNL192W	linear	PulseGln	Excluded
YNL193W	linear	PulseGln	Excluded
YNL194C	linear	PulseGln	Excluded
YNL195C	linear	PulseGln	Excluded
YNL196C	linear	PulseGln	Excluded
YNL197C	linear	PulseGln	Excluded
YNL198C	linear	PulseGln	Excluded
YNL199C	linear	PulseGln	Excluded
YNL202W	linear	PulseGln	Excluded
YNL203C	linear	PulseGln	Excluded
YNL205C	linear	PulseGln	Excluded
YNL211C	linear	PulseGln	Excluded
YNL212W	linear	PulseGln	Excluded
YNL214W	linear	PulseGln	Excluded
YNL218W	linear	PulseGln	Excluded
YNL226W	linear	PulseGln	Excluded
YNL227C	linear	PulseGln	Excluded
YNL228W	linear	PulseGln	Excluded
YNL230C	linear	PulseGln	Excluded
YNL233W	linear	PulseGln	Excluded
YNL237W	linear	PulseGln	Excluded
YNL238W	linear	PulseGln	Excluded
YNL241C	linear	PulseGln	Excluded
YNL246W	linear	PulseGln	Excluded
YNL257C	linear	PulseGln	Excluded
YNL259C	linear	PulseGln	Excluded
YNL266W	linear	PulseGln	Excluded
YNL273W	linear	PulseGln	Excluded
YNL283C	linear	PulseGln	Excluded
YNL285W	linear	PulseGln	Excluded
YNL291C	linear	PulseGln	Excluded
YNL294C	linear	PulseGln	Excluded
YNL295W	linear	PulseGln	Excluded
YNL296W	linear	PulseGln	Excluded
YNL297C	linear	PulseGln	Excluded
YNL299W	linear	PulseGln	Excluded
YNL300W	linear	PulseGln	Excluded
YNL301C	linear	PulseGln	Excluded
YNL304W	linear	PulseGln	Excluded
YNL305C	linear	PulseGln	Excluded
YNL307C	linear	PulseGln	Excluded
YNL319W	linear	PulseGln	Excluded
YNL320W	linear	PulseGln	Excluded
YNL322C	linear	PulseGln	Excluded
YNL323W	linear	PulseGln	Excluded
YNL324W	linear	PulseGln	Excluded
YNL325C	linear	PulseGln	Excluded
YNL326C	linear	PulseGln	Excluded
YNL327W	linear	PulseGln	Excluded
YNL328C	linear	PulseGln	Excluded
YNL333W	linear	PulseGln	Excluded
YNL335W	linear	PulseGln	Excluded
YNL338W	linear	PulseGln	Excluded
YNL339C	linear	PulseGln	Excluded
YNR001C	linear	PulseGln	Excluded
YNR002C	linear	PulseGln	Excluded
YNR004W	linear	PulseGln	Excluded
YNR007C	linear	PulseGln	Excluded
YNR008W	linear	PulseGln	Excluded
YNR012W	linear	PulseGln	Excluded
YNR018W	linear	PulseGln	Excluded
YNR019W	linear	PulseGln	Excluded
YNR020C	linear	PulseGln	Excluded
YNR021W	linear	PulseGln	Excluded
YNR027W	linear	PulseGln	Excluded
YNR028W	linear	PulseGln	Excluded
YNR030W	linear	PulseGln	Excluded
YNR031C	linear	PulseGln	Excluded
YNR032C.A	linear	PulseGln	Excluded
YNR034W	linear	PulseGln	Excluded
YNR039C	linear	PulseGln	Excluded
YNR041C	linear	PulseGln	Excluded
YNR044W	linear	PulseGln	Excluded
YNR047W	linear	PulseGln	Excluded
YNR048W	linear	PulseGln	Excluded
YNR061C	linear	PulseGln	Excluded
YNR063W	linear	PulseGln	Excluded
YNR065C	linear	PulseGln	Excluded
YNR067C	linear	PulseGln	Excluded
YNR069C	linear	PulseGln	Excluded
YNR074C	linear	PulseGln	Excluded
YNR075W	linear	PulseGln	Excluded
YOL002C	linear	PulseGln	Excluded
YOL006C	linear	PulseGln	Excluded
YOL012C	linear	PulseGln	Excluded
YOL015W	linear	PulseGln	Excluded
YOL016C	linear	PulseGln	Excluded
YOL017W	linear	PulseGln	Excluded
YOL019W	linear	PulseGln	Excluded
YOL025W	linear	PulseGln	Excluded
YOL029C	linear	PulseGln	Excluded
YOL031C	linear	PulseGln	Excluded
YOL041C	linear	PulseGln	Excluded
YOL042W	linear	PulseGln	Excluded
YOL043C	linear	PulseGln	Excluded
YOL046C	linear	PulseGln	Excluded
YOL047C	linear	PulseGln	Excluded
YOL048C	linear	PulseGln	Excluded
YOL049W	linear	PulseGln	Excluded
YOL053C.A	linear	PulseGln	Excluded
YOL055C	linear	PulseGln	Excluded
YOL057W	linear	PulseGln	Excluded
YOL065C	linear	PulseGln	Excluded
YOL067C	linear	PulseGln	Excluded
YOL081W	linear	PulseGln	Excluded
YOL083W	linear	PulseGln	Excluded
YOL085C	linear	PulseGln	Excluded
YOL091W	linear	PulseGln	Excluded
YOL092W	linear	PulseGln	Excluded
YOL095C	linear	PulseGln	Excluded
YOL099C	linear	PulseGln	Excluded
YOL103W	linear	PulseGln	Excluded
YOL104C	linear	PulseGln	Excluded
YOL105C	linear	PulseGln	Excluded
YOL114C	linear	PulseGln	Excluded
YOL116W	linear	PulseGln	Excluded
YOL117W	linear	PulseGln	Excluded
YOL118C	linear	PulseGln	Excluded
YOL124C	linear	PulseGln	Excluded
YOL129W	linear	PulseGln	Excluded
YOL131W	linear	PulseGln	Excluded
YOL132W	linear	PulseGln	Excluded
YOL136C	linear	PulseGln	Excluded
YOL137W	linear	PulseGln	Excluded
YOL147C	linear	PulseGln	Excluded
YOL151W	linear	PulseGln	Excluded
YOL153C	linear	PulseGln	Excluded
YOL155C	linear	PulseGln	Excluded
YOL162W	linear	PulseGln	Excluded
YOL163W	linear	PulseGln	Excluded
YOR002W	linear	PulseGln	Excluded
YOR008C.A	linear	PulseGln	Excluded
YOR009W	linear	PulseGln	Excluded
YOR010C	linear	PulseGln	Excluded
YOR011W	linear	PulseGln	Excluded
YOR014W	linear	PulseGln	Excluded
YOR016C	linear	PulseGln	Excluded
YOR017W	linear	PulseGln	Excluded
YOR022C	linear	PulseGln	Excluded
YOR025W	linear	PulseGln	Excluded
YOR029W	linear	PulseGln	Excluded
YOR031W	linear	PulseGln	Excluded
YOR034C	linear	PulseGln	Excluded
YOR035C	linear	PulseGln	Excluded
YOR037W	linear	PulseGln	Excluded
YOR040W	linear	PulseGln	Excluded
YOR041C	linear	PulseGln	Excluded
YOR043W	linear	PulseGln	Excluded
YOR044W	linear	PulseGln	Excluded
YOR049C	linear	PulseGln	Excluded
YOR050C	linear	PulseGln	Excluded
YOR054C	linear	PulseGln	Excluded
YOR055W	linear	PulseGln	Excluded
YOR058C	linear	PulseGln	Excluded
YOR062C	linear	PulseGln	Excluded
YOR070C	linear	PulseGln	Excluded
YOR072W	linear	PulseGln	Excluded
YOR076C	linear	PulseGln	Excluded
YOR078W	linear	PulseGln	Excluded
YOR083W	linear	PulseGln	Excluded
YOR084W	linear	PulseGln	Excluded
YOR085W	linear	PulseGln	Excluded
YOR086C	linear	PulseGln	Excluded
YOR087W	linear	PulseGln	Excluded
YOR090C	linear	PulseGln	Excluded
YOR091W	linear	PulseGln	Excluded
YOR097C	linear	PulseGln	Excluded
YOR104W	linear	PulseGln	Excluded
YOR105W	linear	PulseGln	Excluded
YOR107W	linear	PulseGln	Excluded
YOR111W	linear	PulseGln	Excluded
YOR114W	linear	PulseGln	Excluded
YOR118W	linear	PulseGln	Excluded
YOR121C	linear	PulseGln	Excluded
YOR123C	linear	PulseGln	Excluded
YOR126C	linear	PulseGln	Excluded
YOR127W	linear	PulseGln	Excluded
YOR129C	linear	PulseGln	Excluded
YOR139C	linear	PulseGln	Excluded
YOR140W	linear	PulseGln	Excluded
YOR144C	linear	PulseGln	Excluded
YOR152C	linear	PulseGln	Excluded
YOR153W	linear	PulseGln	Excluded
YOR154W	linear	PulseGln	Excluded
YOR161C	linear	PulseGln	Excluded
YOR163W	linear	PulseGln	Excluded
YOR164C	linear	PulseGln	Excluded
YOR170W	linear	PulseGln	Excluded
YOR178C	linear	PulseGln	Excluded
YOR189W	linear	PulseGln	Excluded
YOR191W	linear	PulseGln	Excluded
YOR192C	linear	PulseGln	Excluded
YOR197W	linear	PulseGln	Excluded
YOR208W	linear	PulseGln	Excluded
YOR209C	linear	PulseGln	Excluded
YOR213C	linear	PulseGln	Excluded
YOR215C	linear	PulseGln	Excluded
YOR216C	linear	PulseGln	Excluded
YOR220W	linear	PulseGln	Excluded
YOR225W	linear	PulseGln	Excluded
YOR226C	linear	PulseGln	Excluded
YOR227W	linear	PulseGln	Excluded
YOR235W	linear	PulseGln	Excluded
YOR237W	linear	PulseGln	Excluded
YOR239W	linear	PulseGln	Excluded
YOR240W	linear	PulseGln	Excluded
YOR243C	linear	PulseGln	Excluded
YOR245C	linear	PulseGln	Excluded
YOR248W	linear	PulseGln	Excluded
YOR251C	linear	PulseGln	Excluded
YOR270C	linear	PulseGln	Excluded
YOR271C	linear	PulseGln	Excluded
YOR276W	linear	PulseGln	Excluded
YOR277C	linear	PulseGln	Excluded
YOR279C	linear	PulseGln	Excluded
YOR280C	linear	PulseGln	Excluded
YOR283W	linear	PulseGln	Excluded
YOR285W	linear	PulseGln	Excluded
YOR289W	linear	PulseGln	Excluded
YOR291W	linear	PulseGln	Excluded
YOR292C	linear	PulseGln	Excluded
YOR293W	linear	PulseGln	Excluded
YOR296W	linear	PulseGln	Excluded
YOR297C	linear	PulseGln	Excluded
YOR298C.A	linear	PulseGln	Excluded
YOR301W	linear	PulseGln	Excluded
YOR302W	linear	PulseGln	Excluded
YOR304C.A	linear	PulseGln	Excluded
YOR304W	linear	PulseGln	Excluded
YOR306C	linear	PulseGln	Excluded
YOR307C	linear	PulseGln	Excluded
YOR311C	linear	PulseGln	Excluded
YOR312C	linear	PulseGln	Excluded
YOR313C	linear	PulseGln	Excluded
YOR317W	linear	PulseGln	Excluded
YOR320C	linear	PulseGln	Excluded
YOR321W	linear	PulseGln	Excluded
YOR328W	linear	PulseGln	Excluded
YOR333C	linear	PulseGln	Excluded
YOR334W	linear	PulseGln	Excluded
YOR337W	linear	PulseGln	Excluded
YOR339C	linear	PulseGln	Excluded
YOR343C	linear	PulseGln	Excluded
YOR350C	linear	PulseGln	Excluded
